# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-19 14:16:03 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01103010 MYSTIC RIVER AT ARLINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01103010
#    DD parameter   Description
#    01   00065     Gage height, feet
#    02   00060     Discharge, cubic feet per second
#    03   00055     Stream velocity, feet per second
#    06   00010     Temperature, water, degrees Celsius
#    07   00011     Temperature, water, degrees Fahrenheit
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00065	01_00065_cd	02_00060	02_00060_cd	03_00055	03_00055_cd	06_00010	06_00010_cd	07_00011	07_00011_cd
USGS	01103010	2016-02-05 17:15	EST	-1.33	P	-45	P	-0.26	P	2.9	P	36.9	P
USGS	01103010	2016-02-05 17:30	EST	-1.34	P	6.8	P	0.04	P	2.9	P	37.0	P
USGS	01103010	2016-02-05 17:45	EST	-1.36	P	45	P	0.26	P	2.9	P	37.0	P
USGS	01103010	2016-02-05 18:00	EST	-1.38	P	32	P	0.19	P	2.9	P	36.9	P
USGS	01103010	2016-02-05 18:15	EST	-1.39	P	32	P	0.19	P	2.9	P	36.9	P
USGS	01103010	2016-02-05 18:30	EST	-1.39	P	-95	P	-0.55	P	2.9	P	36.9	P
USGS	01103010	2016-02-05 18:45	EST	-1.42	P	-5.9	P	-0.03	P	2.9	P	36.8	P
USGS	01103010	2016-02-05 19:00	EST	-1.42	P	-31	P	-0.18	P	2.8	P	36.8	P
USGS	01103010	2016-02-05 19:15	EST	-1.42	P	45	P	0.26	P	2.8	P	36.8	P
USGS	01103010	2016-02-05 19:30	EST	-1.43	P	-56	P	-0.33	P	2.8	P	36.8	P
USGS	01103010	2016-02-05 19:45	EST	-1.44	P	-56	P	-0.33	P	2.8	P	36.8	P
USGS	01103010	2016-02-05 20:00	EST	-1.44	P	6.7	P	0.04	P	2.8	P	36.7	P
USGS	01103010	2016-02-05 20:15	EST	-1.46	P	-68	P	-0.40	P	2.8	P	36.7	P
USGS	01103010	2016-02-05 20:30	EST	-1.45	P	19	P	0.11	P	2.8	P	36.7	P
USGS	01103010	2016-02-05 20:45	EST	-1.46	P	-5.9	P	-0.03	P	2.8	P	36.7	P
USGS	01103010	2016-02-05 21:00	EST	-1.46	P	-43	P	-0.26	P	2.7	P	36.6	P
USGS	01103010	2016-02-05 21:15	EST	-1.46	P	-43	P	-0.26	P	2.7	P	36.6	P
USGS	01103010	2016-02-05 21:30	EST	-1.47	P	6.6	P	0.04	P	2.7	P	36.6	P
USGS	01103010	2016-02-05 21:45	EST	-1.46	P	-56	P	-0.33	P	2.6	P	36.6	P
USGS	01103010	2016-02-05 22:00	EST	-1.46	P	-5.9	P	-0.03	P	2.6	P	36.6	P
USGS	01103010	2016-02-05 22:15	EST	-1.46	P	6.6	P	0.04	P	2.6	P	36.5	P
USGS	01103010	2016-02-05 22:30	EST	-1.45	P	-56	P	-0.33	P	2.6	P	36.5	P
USGS	01103010	2016-02-05 22:45	EST	-1.45	P	-18	P	-0.11	P	2.6	P	36.5	P
USGS	01103010	2016-02-05 23:00	EST	-1.45	P	-56	P	-0.33	P	2.6	P	36.4	P
USGS	01103010	2016-02-05 23:15	EST	-1.45	P	-169	P	-0.99	P	2.6	P	36.4	P
USGS	01103010	2016-02-05 23:30	EST	-1.44	P	-5.9	P	-0.03	P	2.5	P	36.4	P
USGS	01103010	2016-02-05 23:45	EST	-1.43	P	-19	P	-0.11	P	2.6	P	36.3	P
USGS	01103010	2016-02-06 00:00	EST	-1.43	P	-19	P	-0.11	P	2.6	P	36.3	P
USGS	01103010	2016-02-06 00:15	EST	-1.42	P	-107	P	-0.62	P	2.6	P	36.2	P
USGS	01103010	2016-02-06 00:30	EST	-1.42	P	57	P	0.33	P	2.6	P	36.2	P
USGS	01103010	2016-02-06 00:45	EST	-1.41	P	57	P	0.33	P	2.5	P	36.2	P
USGS	01103010	2016-02-06 01:00	EST	-1.41	P	57	P	0.33	P	2.5	P	36.2	P
USGS	01103010	2016-02-06 01:15	EST	-1.40	P	-82	P	-0.48	P	2.5	P	36.2	P
USGS	01103010	2016-02-06 01:30	EST	-1.39	P	-6.0	P	-0.03	P	2.5	P	36.2	P
USGS	01103010	2016-02-06 01:45	EST	-1.38	P	-70	P	-0.40	P	2.5	P	36.2	P
USGS	01103010	2016-02-06 02:00	EST	-1.38	P	-6.0	P	-0.03	P	2.5	P	36.2	P
USGS	01103010	2016-02-06 02:15	EST	-1.37	P	-19	P	-0.11	P	2.5	P	36.2	P
USGS	01103010	2016-02-06 02:30	EST	-1.37	P	-6.0	P	-0.03	P	2.4	P	36.2	P
USGS	01103010	2016-02-06 02:45	EST	-1.36	P	-134	P	-0.77	P	2.4	P	36.2	P
USGS	01103010	2016-02-06 03:00	EST	-1.36	P	-57	P	-0.33	P	2.4	P	36.1	P
USGS	01103010	2016-02-06 03:15	EST	-1.36	P	-19	P	-0.11	P	2.4	P	36.1	P
USGS	01103010	2016-02-06 03:30	EST	-1.35	P	-70	P	-0.40	P	2.4	P	36.1	P
USGS	01103010	2016-02-06 03:45	EST	-1.35	P	-32	P	-0.18	P	2.4	P	36.1	P
USGS	01103010	2016-02-06 04:00	EST	-1.34	P	-83	P	-0.48	P	2.4	P	36.1	P
USGS	01103010	2016-02-06 04:15	EST	-1.34	P	-45	P	-0.26	P	2.4	P	36.1	P
USGS	01103010	2016-02-06 04:30	EST	-1.33	P	-109	P	-0.62	P	2.4	P	36.0	P
USGS	01103010	2016-02-06 04:45	EST	-1.33	P	-6.1	P	-0.03	P	2.4	P	36.0	P
USGS	01103010	2016-02-06 05:00	EST	-1.32	P	-32	P	-0.18	P	2.4	P	36.0	P
USGS	01103010	2016-02-06 05:15	EST	-1.34	P	-109	P	-0.62	P	2.4	P	36.0	P
USGS	01103010	2016-02-06 05:30	EST	-1.33	P	6.8	P	0.04	P	2.3	P	36.0	P
USGS	01103010	2016-02-06 05:45	EST	-1.32	P	-58	P	-0.33	P	2.4	P	35.9	P
USGS	01103010	2016-02-06 06:00	EST	-1.32	P	-19	P	-0.11	P	2.3	P	35.9	P
USGS	01103010	2016-02-06 06:15	EST	-1.32	P	33	P	0.19	P	2.3	P	35.9	P
USGS	01103010	2016-02-06 06:30	EST	-1.31	P	46	P	0.26	P	2.3	P	36.0	P
USGS	01103010	2016-02-06 06:45	EST	-1.31	P	-71	P	-0.40	P	2.3	P	36.0	P
USGS	01103010	2016-02-06 07:00	EST	-1.30	P	-84	P	-0.48	P	2.4	P	36.0	P
USGS	01103010	2016-02-06 07:15	EST	-1.30	P	-45	P	-0.26	P	2.4	P	36.1	P
USGS	01103010	2016-02-06 07:30	EST	-1.29	P	-32	P	-0.18	P	2.4	P	36.1	P
USGS	01103010	2016-02-06 07:45	EST	-1.29	P	46	P	0.26	P	2.4	P	36.2	P
USGS	01103010	2016-02-06 08:00	EST	-1.28	P	-19	P	-0.11	P	2.4	P	36.2	P
USGS	01103010	2016-02-06 08:15	EST	-1.28	P	-98	P	-0.55	P	2.4	P	36.2	P
USGS	01103010	2016-02-06 08:30	EST	-1.27	P	-19	P	-0.11	P	2.5	P	36.2	P
USGS	01103010	2016-02-06 08:45	EST	-1.27	P	20	P	0.11	P	2.5	P	36.3	P
USGS	01103010	2016-02-06 09:00	EST	-1.26	P	20	P	0.11	P	2.5	P	36.3	P
USGS	01103010	2016-02-06 09:15	EST	-1.25	P	-6.2	P	-0.03	P	2.6	P	36.4	P
USGS	01103010	2016-02-06 09:30	EST	-1.25	P	-46	P	-0.26	P	2.6	P	36.4	P
USGS	01103010	2016-02-06 09:45	EST	-1.25	P	33	P	0.19	P	2.6	P	36.5	P
USGS	01103010	2016-02-06 10:00	EST	-1.24	P	-46	P	-0.26	P	2.6	P	36.5	P
USGS	01103010	2016-02-06 10:15	EST	-1.23	P	-19	P	-0.11	P	2.6	P	36.5	P
USGS	01103010	2016-02-06 10:30	EST	-1.23	P	47	P	0.26	P	2.7	P	36.6	P
USGS	01103010	2016-02-06 10:45	EST	-1.22	P	-46	P	-0.26	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 11:00	EST	-1.21	P	-6.2	P	-0.03	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 11:15	EST	-1.20	P	34	P	0.19	P	2.8	P	36.8	P
USGS	01103010	2016-02-06 11:30	EST	-1.20	P	-59	P	-0.33	P	2.8	P	36.9	P
USGS	01103010	2016-02-06 11:45	EST	-1.19	P	100	P	0.55	P	2.9	P	37.0	P
USGS	01103010	2016-02-06 12:00	EST	-1.19	P	-100	P	-0.55	P	2.9	P	37.0	P
USGS	01103010	2016-02-06 12:15	EST	-1.18	P	101	P	0.55	P	2.9	P	37.1	P
USGS	01103010	2016-02-06 12:30	EST	-1.17	P	61	P	0.33	P	3.0	P	37.2	P
USGS	01103010	2016-02-06 12:45	EST	-1.17	P	34	P	0.19	P	3.1	P	37.2	P
USGS	01103010	2016-02-06 13:00	EST	-1.16	P	21	P	0.11	P	3.1	P	37.3	P
USGS	01103010	2016-02-06 13:15	EST	-1.16	P	74	P	0.41	P	3.2	P	37.4	P
USGS	01103010	2016-02-06 13:30	EST	-1.15	P	-20	P	-0.11	P	3.2	P	37.5	P
USGS	01103010	2016-02-06 13:45	EST	-1.16	P	-20	P	-0.11	P	3.3	P	37.5	P
USGS	01103010	2016-02-06 14:00	EST	-1.16	P	-6.3	P	-0.03	P	3.3	P	37.5	P
USGS	01103010	2016-02-06 14:15	EST	-1.16	P	21	P	0.11	P	3.4	P	37.5	P
USGS	01103010	2016-02-06 14:30	EST	-1.16	P	34	P	0.19	P	3.3	P	37.4	P
USGS	01103010	2016-02-06 14:45	EST	-1.18	P	-6.3	P	-0.03	P	3.3	P	37.4	P
USGS	01103010	2016-02-06 15:00	EST	-1.18	P	-46	P	-0.26	P	3.3	P	37.4	P
USGS	01103010	2016-02-06 15:15	EST	-1.19	P	-6.3	P	-0.03	P	3.2	P	37.3	P
USGS	01103010	2016-02-06 15:30	EST	-1.21	P	-6.2	P	-0.03	P	3.2	P	37.2	P
USGS	01103010	2016-02-06 15:45	EST	-1.21	P	-86	P	-0.48	P	3.2	P	37.2	P
USGS	01103010	2016-02-06 16:00	EST	-1.22	P	34	P	0.19	P	3.1	P	37.1	P
USGS	01103010	2016-02-06 16:15	EST	-1.23	P	-99	P	-0.55	P	3.1	P	37.1	P
USGS	01103010	2016-02-06 16:30	EST	-1.25	P	-19	P	-0.11	P	3.1	P	37.1	P
USGS	01103010	2016-02-06 16:45	EST	-1.26	P	-6.2	P	-0.03	P	3.1	P	37.0	P
USGS	01103010	2016-02-06 17:00	EST	-1.27	P	-6.2	P	-0.03	P	3.0	P	37.0	P
USGS	01103010	2016-02-06 17:15	EST	-1.28	P	-19	P	-0.11	P	3.0	P	37.0	P
USGS	01103010	2016-02-06 17:30	EST	-1.29	P	-19	P	-0.11	P	3.0	P	36.9	P
USGS	01103010	2016-02-06 17:45	EST	-1.31	P	-19	P	-0.11	P	2.9	P	36.9	P
USGS	01103010	2016-02-06 18:00	EST	-1.31	P	-19	P	-0.11	P	2.9	P	36.8	P
USGS	01103010	2016-02-06 18:15	EST	-1.31	P	20	P	0.11	P	2.9	P	36.8	P
USGS	01103010	2016-02-06 18:30	EST	-1.32	P	-58	P	-0.33	P	2.9	P	36.8	P
USGS	01103010	2016-02-06 18:45	EST	-1.33	P	-83	P	-0.48	P	2.9	P	36.8	P
USGS	01103010	2016-02-06 19:00	EST	-1.33	P	-19	P	-0.11	P	2.8	P	36.8	P
USGS	01103010	2016-02-06 19:15	EST	-1.34	P	-96	P	-0.55	P	2.8	P	36.8	P
USGS	01103010	2016-02-06 19:30	EST	-1.34	P	-58	P	-0.33	P	2.8	P	36.8	P
USGS	01103010	2016-02-06 19:45	EST	-1.34	P	-45	P	-0.26	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 20:00	EST	-1.34	P	-45	P	-0.26	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 20:15	EST	-1.34	P	-6.0	P	-0.03	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 20:30	EST	-1.34	P	-109	P	-0.62	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 20:45	EST	-1.33	P	-71	P	-0.40	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 21:00	EST	-1.33	P	-32	P	-0.18	P	2.8	P	36.6	P
USGS	01103010	2016-02-06 21:15	EST	-1.33	P	-45	P	-0.26	P	2.7	P	36.7	P
USGS	01103010	2016-02-06 21:30	EST	-1.33	P	-6.1	P	-0.03	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 21:45	EST	-1.32	P	33	P	0.19	P	2.7	P	36.6	P
USGS	01103010	2016-02-06 22:00	EST	-1.32	P	-58	P	-0.33	P	2.7	P	36.6	P
USGS	01103010	2016-02-06 22:15	EST	-1.31	P	-97	P	-0.55	P	2.7	P	36.6	P
USGS	01103010	2016-02-06 22:30	EST	-1.31	P	-58	P	-0.33	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 22:45	EST	-1.30	P	72	P	0.41	P	2.7	P	36.7	P
USGS	01103010	2016-02-06 23:00	EST	-1.30	P	6.9	P	0.04	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 23:15	EST	-1.29	P	-71	P	-0.40	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 23:30	EST	-1.29	P	-123	P	-0.70	P	2.8	P	36.7	P
USGS	01103010	2016-02-06 23:45	EST	-1.28	P	-137	P	-0.77	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 00:00	EST	-1.28	P	-19	P	-0.11	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 00:15	EST	-1.27	P	-58	P	-0.33	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 00:30	EST	-1.26	P	-19	P	-0.11	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 00:45	EST	-1.26	P	-59	P	-0.33	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 01:00	EST	-1.26	P	7.0	P	0.04	P	2.8	P	36.8	P
USGS	01103010	2016-02-07 01:15	EST	-1.25	P	-85	P	-0.48	P	2.8	P	36.8	P
USGS	01103010	2016-02-07 01:30	EST	-1.24	P	-6.2	P	-0.03	P	2.8	P	36.8	P
USGS	01103010	2016-02-07 01:45	EST	-1.24	P	-112	P	-0.62	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 02:00	EST	-1.23	P	60	P	0.33	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 02:15	EST	-1.23	P	33	P	0.19	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 02:30	EST	-1.23	P	-6.2	P	-0.03	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 02:45	EST	-1.22	P	47	P	0.26	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 03:00	EST	-1.22	P	34	P	0.19	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 03:15	EST	-1.22	P	7.0	P	0.04	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 03:30	EST	-1.21	P	-59	P	-0.33	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 03:45	EST	-1.21	P	-139	P	-0.77	P	2.8	P	36.6	P
USGS	01103010	2016-02-07 04:00	EST	-1.21	P	-20	P	-0.11	P	2.8	P	36.6	P
USGS	01103010	2016-02-07 04:15	EST	-1.21	P	-59	P	-0.33	P	2.8	P	36.6	P
USGS	01103010	2016-02-07 04:30	EST	-1.21	P	20	P	0.11	P	2.8	P	36.6	P
USGS	01103010	2016-02-07 04:45	EST	-1.22	P	-19	P	-0.11	P	2.8	P	36.6	P
USGS	01103010	2016-02-07 05:00	EST	-1.23	P	-33	P	-0.18	P	2.7	P	36.5	P
USGS	01103010	2016-02-07 05:15	EST	-1.24	P	-59	P	-0.33	P	2.7	P	36.5	P
USGS	01103010	2016-02-07 05:30	EST	-1.23	P	-6.2	P	-0.03	P	2.6	P	36.5	P
USGS	01103010	2016-02-07 05:45	EST	-1.25	P	-98	P	-0.55	P	2.6	P	36.6	P
USGS	01103010	2016-02-07 06:00	EST	-1.26	P	-137	P	-0.77	P	2.6	P	36.6	P
USGS	01103010	2016-02-07 06:15	EST	-1.26	P	-46	P	-0.26	P	2.6	P	36.6	P
USGS	01103010	2016-02-07 06:30	EST	-1.26	P	-19	P	-0.11	P	2.7	P	36.6	P
USGS	01103010	2016-02-07 06:45	EST	-1.27	P	-45	P	-0.26	P	2.7	P	36.6	P
USGS	01103010	2016-02-07 07:00	EST	-1.27	P	20	P	0.11	P	2.7	P	36.6	P
USGS	01103010	2016-02-07 07:15	EST	-1.27	P	59	P	0.33	P	2.7	P	36.6	P
USGS	01103010	2016-02-07 07:30	EST	-1.27	P	-58	P	-0.33	P	2.7	P	36.6	P
USGS	01103010	2016-02-07 07:45	EST	-1.27	P	-85	P	-0.48	P	2.7	P	36.6	P
USGS	01103010	2016-02-07 08:00	EST	-1.27	P	-45	P	-0.26	P	2.7	P	36.6	P
USGS	01103010	2016-02-07 08:15	EST	-1.27	P	59	P	0.33	P	2.7	P	36.6	P
USGS	01103010	2016-02-07 08:30	EST	-1.27	P	-98	P	-0.55	P	2.7	P	36.6	P
USGS	01103010	2016-02-07 08:45	EST	-1.26	P	-32	P	-0.18	P	2.8	P	36.6	P
USGS	01103010	2016-02-07 09:00	EST	-1.26	P	46	P	0.26	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 09:15	EST	-1.25	P	-19	P	-0.11	P	2.8	P	36.7	P
USGS	01103010	2016-02-07 09:30	EST	-1.25	P	-111	P	-0.62	P	2.8	P	36.8	P
USGS	01103010	2016-02-07 09:45	EST	-1.25	P	-111	P	-0.62	P	2.8	P	36.8	P
USGS	01103010	2016-02-07 10:00	EST	-1.24	P	7.0	P	0.04	P	2.9	P	36.9	P
USGS	01103010	2016-02-07 10:15	EST	-1.24	P	-33	P	-0.18	P	2.9	P	37.0	P
USGS	01103010	2016-02-07 10:30	EST	-1.23	P	20	P	0.11	P	2.9	P	37.0	P
USGS	01103010	2016-02-07 10:45	EST	-1.22	P	-6.2	P	-0.03	P	2.9	P	37.1	P
USGS	01103010	2016-02-07 11:00	EST	-1.22	P	-99	P	-0.55	P	3.0	P	37.2	P
USGS	01103010	2016-02-07 11:15	EST	-1.21	P	7.0	P	0.04	P	3.1	P	37.3	P
USGS	01103010	2016-02-07 11:30	EST	-1.20	P	100	P	0.55	P	3.1	P	37.4	P
USGS	01103010	2016-02-07 11:45	EST	-1.20	P	-59	P	-0.33	P	3.1	P	37.5	P
USGS	01103010	2016-02-07 12:00	EST	-1.20	P	-113	P	-0.62	P	3.2	P	37.7	P
USGS	01103010	2016-02-07 12:15	EST	-1.19	P	-60	P	-0.33	P	3.3	P	37.8	P
USGS	01103010	2016-02-07 12:30	EST	-1.18	P	-6.3	P	-0.03	P	3.4	P	38.0	P
USGS	01103010	2016-02-07 12:45	EST	-1.18	P	-73	P	-0.40	P	3.6	P	38.1	P
USGS	01103010	2016-02-07 13:00	EST	-1.17	P	-140	P	-0.77	P	3.7	P	38.2	P
USGS	01103010	2016-02-07 13:15	EST	-1.17	P	-60	P	-0.33	P	3.8	P	38.4	P
USGS	01103010	2016-02-07 13:30	EST	-1.16	P	-47	P	-0.26	P	3.8	P	38.5	P
USGS	01103010	2016-02-07 13:45	EST	-1.15	P	-60	P	-0.33	P	3.9	P	38.5	P
USGS	01103010	2016-02-07 14:00	EST	-1.15	P	-87	P	-0.48	P	4.0	P	38.7	P
USGS	01103010	2016-02-07 14:15	EST	-1.14	P	-6.3	P	-0.03	P	4.1	P	38.7	P
USGS	01103010	2016-02-07 14:30	EST	-1.13	P	7.2	P	0.04	P	4.1	P	38.8	P
USGS	01103010	2016-02-07 14:45	EST	-1.12	P	-115	P	-0.62	P	4.2	P	38.9	P
USGS	01103010	2016-02-07 15:00	EST	-1.12	P	48	P	0.26	P	4.2	P	38.9	P
USGS	01103010	2016-02-07 15:15	EST	-1.12	P	-20	P	-0.11	P	4.2	P	38.8	P
USGS	01103010	2016-02-07 15:30	EST	-1.11	P	34	P	0.19	P	4.2	P	38.7	P
USGS	01103010	2016-02-07 15:45	EST	-1.11	P	-74	P	-0.40	P	4.2	P	38.6	P
USGS	01103010	2016-02-07 16:00	EST	-1.11	P	-6.4	P	-0.03	P	4.1	P	38.6	P
USGS	01103010	2016-02-07 16:15	EST	-1.12	P	89	P	0.48	P	4.1	P	38.6	P
USGS	01103010	2016-02-07 16:30	EST	-1.13	P	-6.4	P	-0.03	P	4.2	P	38.8	P
USGS	01103010	2016-02-07 16:45	EST	-1.14	P	-6.3	P	-0.03	P	4.1	P	38.4	P
USGS	01103010	2016-02-07 17:00	EST	-1.15	P	-20	P	-0.11	P	3.9	P	38.1	P
USGS	01103010	2016-02-07 17:15	EST	-1.17	P	20	P	0.11	P	3.9	P	38.0	P
USGS	01103010	2016-02-07 17:30	EST	-1.19	P	-6.3	P	-0.03	P	3.8	P	37.8	P
USGS	01103010	2016-02-07 17:45	EST	-1.21	P	73	P	0.41	P	3.6	P	37.7	P
USGS	01103010	2016-02-07 18:00	EST	-1.22	P	34	P	0.19	P	3.5	P	37.6	P
USGS	01103010	2016-02-07 18:15	EST	-1.24	P	-6.2	P	-0.03	P	3.4	P	37.6	P
USGS	01103010	2016-02-07 18:30	EST	-1.26	P	-32	P	-0.18	P	3.4	P	37.5	P
USGS	01103010	2016-02-07 18:45	EST	-1.27	P	20	P	0.11	P	3.3	P	37.5	P
USGS	01103010	2016-02-07 19:00	EST	-1.29	P	-45	P	-0.26	P	3.3	P	37.4	P
USGS	01103010	2016-02-07 19:15	EST	-1.31	P	-97	P	-0.55	P	3.2	P	37.4	P
USGS	01103010	2016-02-07 19:30	EST	-1.32	P	-32	P	-0.18	P	3.2	P	37.4	P
USGS	01103010	2016-02-07 19:45	EST	-1.33	P	-45	P	-0.26	P	3.2	P	37.4	P
USGS	01103010	2016-02-07 20:00	EST	-1.34	P	-70	P	-0.40	P	3.2	P	37.4	P
USGS	01103010	2016-02-07 20:15	EST	-1.35	P	-57	P	-0.33	P	3.2	P	37.4	P
USGS	01103010	2016-02-07 20:30	EST	-1.35	P	-19	P	-0.11	P	3.2	P	37.4	P
USGS	01103010	2016-02-07 20:45	EST	-1.36	P	-6.0	P	-0.03	P	3.2	P	37.4	P
USGS	01103010	2016-02-07 21:00	EST	-1.36	P	-19	P	-0.11	P	3.1	P	37.3	P
USGS	01103010	2016-02-07 21:15	EST	-1.37	P	-32	P	-0.18	P	3.1	P	37.3	P
USGS	01103010	2016-02-07 21:30	EST	-1.37	P	-147	P	-0.84	P	3.1	P	37.2	P
USGS	01103010	2016-02-07 21:45	EST	-1.37	P	-32	P	-0.18	P	3.1	P	37.2	P
USGS	01103010	2016-02-07 22:00	EST	-1.37	P	58	P	0.33	P	3.1	P	37.2	P
USGS	01103010	2016-02-07 22:15	EST	-1.37	P	-57	P	-0.33	P	3.1	P	37.2	P
USGS	01103010	2016-02-07 22:30	EST	-1.37	P	-44	P	-0.26	P	3.1	P	37.2	P
USGS	01103010	2016-02-07 22:45	EST	-1.37	P	96	P	0.55	P	3.1	P	37.2	P
USGS	01103010	2016-02-07 23:00	EST	-1.37	P	-32	P	-0.18	P	3.1	P	37.2	P
USGS	01103010	2016-02-07 23:15	EST	-1.36	P	-6.0	P	-0.03	P	3.1	P	37.2	P
USGS	01103010	2016-02-07 23:30	EST	-1.35	P	-57	P	-0.33	P	3.1	P	37.2	P
USGS	01103010	2016-02-07 23:45	EST	-1.35	P	-96	P	-0.55	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 00:00	EST	-1.35	P	-57	P	-0.33	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 00:15	EST	-1.33	P	-45	P	-0.26	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 00:30	EST	-1.34	P	-6.0	P	-0.03	P	3.1	P	37.1	P
USGS	01103010	2016-02-08 00:45	EST	-1.32	P	-45	P	-0.26	P	3.1	P	37.1	P
USGS	01103010	2016-02-08 01:00	EST	-1.30	P	-58	P	-0.33	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 01:15	EST	-1.30	P	6.9	P	0.04	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 01:30	EST	-1.29	P	-110	P	-0.62	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 01:45	EST	-1.28	P	85	P	0.48	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 02:00	EST	-1.29	P	59	P	0.33	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 02:15	EST	-1.28	P	-19	P	-0.11	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 02:30	EST	-1.26	P	-46	P	-0.26	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 02:45	EST	-1.28	P	-19	P	-0.11	P	3.0	P	37.2	P
USGS	01103010	2016-02-08 03:00	EST	-1.31	P	-6.1	P	-0.03	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 03:15	EST	-1.26	P	-32	P	-0.18	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 03:30	EST	-1.26	P	59	P	0.33	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 03:45	EST	-1.26	P	33	P	0.19	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 04:00	EST	-1.24	P	-98	P	-0.55	P	3.1	P	37.2	P
USGS	01103010	2016-02-08 04:15	EST	-1.24	P	-19	P	-0.11	P	3.0	P	37.1	P
USGS	01103010	2016-02-08 04:30	EST	-1.25	P	-46	P	-0.26	P	3.0	P	37.1	P
USGS	01103010	2016-02-08 04:45	EST	-1.25	P	-72	P	-0.40	P	3.0	P	37.0	P
USGS	01103010	2016-02-08 05:00	EST	-1.22	P	-19	P	-0.11	P	2.9	P	36.9	P
USGS	01103010	2016-02-08 05:15	EST	-1.26	P	7.0	P	0.04	P	2.8	P	36.8	P
USGS	01103010	2016-02-08 05:30	EST	-1.23	P	-19	P	-0.11	P	2.8	P	36.7	P
USGS	01103010	2016-02-08 05:45	EST	-1.22	P	-19	P	-0.11	P	2.8	P	36.7	P
USGS	01103010	2016-02-08 06:00	EST	-1.24	P	-6.2	P	-0.03	P	2.7	P	36.5	P
USGS	01103010	2016-02-08 06:15	EST	-1.24	P	-6.2	P	-0.03	P	2.6	P	36.5	P
USGS	01103010	2016-02-08 06:30	EST	-1.22	P	-6.2	P	-0.03	P	2.6	P	36.5	P
USGS	01103010	2016-02-08 06:45	EST	-1.21	P	7.0	P	0.04	P	2.6	P	36.5	P
USGS	01103010	2016-02-08 07:00	EST	-1.22	P	34	P	0.19	P	2.6	P	36.4	P
USGS	01103010	2016-02-08 07:15	EST	-1.23	P	-59	P	-0.33	P	2.6	P	36.4	P
USGS	01103010	2016-02-08 07:30	EST	-1.23	P	7.0	P	0.04	P	2.6	P	36.4	P
USGS	01103010	2016-02-08 07:45	EST	-1.22	P	86	P	0.48	P	2.6	P	36.4	P
USGS	01103010	2016-02-08 08:00	EST	-1.20	P	-33	P	-0.18	P	2.6	P	36.4	P
USGS	01103010	2016-02-08 08:15	EST	-1.22	P	60	P	0.33	P	2.6	P	36.3	P
